user_id,gender,married,has_children,home_country,tenure,age,seats_avg,checked_bags_avg,overcarrier,total_trips,cancellation_rate,unique_flight_destination,taken_flights,frequent_destinations,sessions_booking_rate,discount_booking_rate,booked_flight,booked_hotel,group
521000,F,True,False,usa,1172,49,1.0,0.3333333333333333,False,3,0.0,3.0,3,1.0,0.375,0.0,True,True,singles
521009,F,True,False,usa,1172,69,,,,1,0.0,,1,,0.0999999999999999,0.0,False,True,seniors
521031,F,False,False,canada,1172,45,1.6,0.4,False,6,0.0,5.0,6,0.8333333333333334,0.75,0.1666666666666666,True,True,luxus
521033,M,True,True,usa,1172,44,1.25,0.5,False,4,0.0,4.0,4,1.0,0.5,0.5,True,True,luxus
521060,F,False,False,usa,1172,41,1.25,1.0,False,5,0.0,4.0,5,0.8,0.625,0.4,True,True,singles
521065,F,True,True,usa,1172,46,1.3333333333333333,0.0,False,4,0.25,4.0,3,1.3333333333333333,0.5,0.6666666666666666,True,True,singles
521127,F,True,False,usa,1172,43,1.0,0.6666666666666666,False,5,0.0,3.0,5,0.6,0.5555555555555556,0.6,True,True,singles
521152,F,True,False,canada,1172,47,1.6666666666666667,0.0,False,3,0.0,3.0,3,1.0,0.3333333333333333,0.0,True,True,luxus
521185,F,True,True,usa,1172,48,1.0,1.0,False,4,0.0,2.0,4,0.5,0.5,0.5,True,True,singles
521186,F,False,False,usa,1172,55,1.0,0.6666666666666666,False,3,0.0,2.0,3,0.6666666666666666,0.375,0.6666666666666666,True,True,singles
521187,F,True,False,usa,1172,76,,,,0,,,0,,0.0,,False,False,seniors
521212,M,True,True,usa,1172,43,1.3333333333333333,1.3333333333333333,False,4,0.25,3.0,3,1.0,0.5,0.3333333333333333,True,True,luxus
521259,F,False,False,usa,1172,37,1.0,0.0,False,2,0.0,2.0,2,1.0,0.25,1.0,True,True,low_income
521282,F,False,False,usa,1172,34,1.0,1.0,False,2,0.0,2.0,2,1.0,0.25,0.5,True,True,low_income
521295,F,False,True,usa,1172,43,1.0,0.5,False,2,0.0,2.0,2,1.0,0.25,0.5,True,True,low_income
521298,F,False,False,usa,1172,40,2.0,0.3333333333333333,False,3,0.0,3.0,3,1.0,0.375,0.6666666666666666,True,True,singles
521309,F,False,True,usa,1172,52,1.0,1.0,False,2,0.0,1.0,2,0.5,0.25,0.5,True,True,low_income
521316,F,False,False,usa,1172,46,1.0,0.5,False,3,0.0,2.0,3,0.6666666666666666,0.3333333333333333,0.6666666666666666,True,True,singles
521335,F,False,False,usa,1172,35,1.0,0.0,False,4,0.25,2.0,3,0.6666666666666666,0.5,0.0,True,True,singles
521343,F,False,False,usa,1172,38,1.2,0.6,False,5,0.0,3.0,5,0.6,0.5555555555555556,0.2,True,True,singles
521379,F,True,False,usa,1172,58,1.0,0.0,False,2,0.0,2.0,2,1.0,0.25,0.0,True,True,low_income
521434,F,True,False,usa,1172,50,1.25,1.25,False,4,0.0,4.0,4,1.0,0.5,0.25,True,True,singles
521462,F,True,True,usa,1172,60,1.6666666666666667,1.0,False,3,0.0,2.0,3,0.6666666666666666,0.375,0.0,True,True,singles
521509,F,True,False,usa,1172,57,1.25,0.5,False,4,0.0,4.0,4,1.0,0.5,0.0,True,True,singles
521514,F,False,True,usa,1172,31,1.0,0.5,False,2,0.0,2.0,2,1.0,0.25,1.0,True,True,low_income
521587,F,False,False,usa,1172,35,1.25,0.5,False,4,0.0,4.0,4,1.0,0.5,0.0,True,True,singles
521607,F,False,False,usa,1172,43,1.0,0.3333333333333333,False,3,0.0,3.0,3,1.0,0.375,0.6666666666666666,True,True,singles
521609,M,True,True,canada,1172,53,1.5,0.5,False,2,0.0,2.0,2,1.0,0.25,0.0,True,True,luxus
521642,F,True,False,usa,1172,61,,,,2,0.0,,2,,0.2222222222222222,1.0,False,True,low_income
521663,M,False,False,usa,1172,36,,,,0,,,0,,0.0,,False,False,no_booker
521695,M,True,False,canada,1172,40,1.0,0.3333333333333333,False,4,0.0,3.0,4,0.75,0.4444444444444444,0.25,True,True,luxus
521708,F,True,False,usa,1172,49,1.0,0.75,False,4,0.0,4.0,4,1.0,0.5,0.5,True,True,singles
521719,F,False,False,usa,1172,23,1.0,0.0,False,1,0.0,1.0,1,1.0,0.125,0.0,True,True,low_income
521720,M,False,False,usa,1172,46,1.0,0.75,False,4,0.0,4.0,4,1.0,0.5,0.25,True,True,luxus
521743,F,False,False,canada,1172,41,1.0,0.2857142857142857,False,7,0.0,6.0,7,0.8571428571428571,0.875,0.1428571428571428,True,True,luxus
521748,M,False,False,usa,1172,42,1.0,0.5,False,3,0.0,2.0,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,True,True,luxus
521768,F,False,False,usa,1172,49,1.0,0.6666666666666666,False,3,0.0,3.0,3,1.0,0.375,0.0,True,True,singles
521818,F,False,False,usa,1172,19,1.0,0.0,False,2,0.5,2.0,1,2.0,0.1666666666666666,1.0,True,True,young
521865,F,True,True,usa,1172,46,1.0,0.5,False,4,0.0,4.0,4,1.0,0.4444444444444444,0.25,True,True,singles
521956,F,False,False,canada,1172,29,1.25,0.5,False,4,0.0,4.0,4,1.0,0.5,0.0,True,True,luxus
521963,M,True,False,canada,1172,26,2.0,0.0,False,2,0.0,1.0,2,0.5,0.25,0.5,True,True,luxus
521986,M,True,True,usa,1172,53,1.0,1.0,False,2,0.0,1.0,2,0.5,0.1999999999999999,0.0,True,True,low_income
522001,F,True,False,usa,1172,68,,,,0,,,0,,0.0,,False,False,seniors
522005,F,False,True,usa,1172,48,1.0,0.0,False,5,0.0,3.0,5,0.6,0.625,0.4,True,True,singles
522062,F,True,False,canada,1172,52,1.0,0.5,False,4,0.0,3.0,4,0.75,0.5,0.0,True,True,luxus
522086,F,True,True,usa,1172,41,1.0,0.0,False,2,0.0,2.0,2,1.0,0.1818181818181817,1.0,True,True,low_income
522112,F,True,True,canada,1172,46,1.0,0.5,False,2,0.0,2.0,2,1.0,0.25,0.0,True,True,low_income
522118,F,True,False,usa,1172,53,1.0,0.6666666666666666,False,3,0.0,3.0,3,1.0,0.375,0.0,True,True,singles
522184,F,False,True,usa,1172,26,,,,0,,,0,,0.0,,False,False,no_booker
522201,F,True,False,usa,1172,48,,,,1,0.0,,1,,0.125,0.0,False,True,low_income
522233,M,False,False,usa,1172,42,1.3333333333333333,1.0,False,5,0.2,4.0,4,1.0,0.6666666666666667,0.5,True,True,luxus
522237,F,False,False,usa,1172,31,2.0,1.0,False,4,0.0,2.0,4,0.5,0.4444444444444444,0.25,True,True,singles
522315,F,False,False,usa,1172,36,1.0,0.0,False,2,0.0,2.0,2,1.0,0.25,0.0,True,True,low_income
522364,F,False,False,usa,1172,35,1.0,0.6666666666666666,False,3,0.0,3.0,3,1.0,0.375,0.3333333333333333,True,True,singles
522373,F,False,True,usa,1172,39,1.5,0.0,False,2,0.0,2.0,2,1.0,0.25,0.0,True,True,low_income
522375,F,False,False,usa,1172,53,1.0,0.6666666666666666,False,3,0.0,3.0,3,1.0,0.375,0.3333333333333333,True,True,singles
522402,M,False,False,usa,1172,46,1.3333333333333333,0.3333333333333333,False,3,0.0,3.0,3,1.0,0.375,0.3333333333333333,True,True,luxus
522426,M,False,True,canada,1172,45,1.25,0.25,False,4,0.0,4.0,4,1.0,0.5,0.25,True,True,luxus
522427,M,False,False,usa,1172,26,1.0,0.5,False,3,0.0,1.0,3,0.3333333333333333,0.375,0.3333333333333333,True,True,low_income
522438,M,True,True,canada,1172,57,1.2,0.4,False,5,0.0,4.0,5,0.8,0.625,0.2,True,True,luxus
522441,M,True,False,usa,1172,36,1.0,0.6666666666666666,False,3,0.0,3.0,3,1.0,0.375,0.3333333333333333,True,True,luxus
522476,F,True,False,usa,1172,50,1.2,0.8,False,5,0.0,5.0,5,1.0,0.625,0.0,True,True,singles
522513,F,False,False,canada,1172,43,1.0,0.5,False,4,0.0,2.0,4,0.5,0.5,0.25,True,True,luxus
522523,F,False,True,usa,1172,35,1.0,0.0,False,1,0.0,1.0,1,1.0,0.125,0.0,True,True,low_income
522532,F,False,False,usa,1172,39,1.3333333333333333,0.3333333333333333,False,5,0.0,3.0,5,0.6,0.625,0.2,True,True,singles
522624,F,False,False,usa,1172,30,,,,1,0.0,,1,,0.125,1.0,False,True,low_income
522631,F,False,False,usa,1172,33,1.0,3.0,True,1,0.0,1.0,1,1.0,0.125,0.0,True,True,overcarriers
522634,F,False,False,usa,1172,36,1.0,0.6666666666666666,False,4,0.0,3.0,4,0.75,0.5,0.5,True,True,singles
522639,F,False,False,usa,1172,37,1.0,0.5,False,2,0.0,2.0,2,1.0,0.25,0.5,True,True,low_income
522654,F,False,True,usa,1172,43,1.0,0.5,False,3,0.0,2.0,3,0.6666666666666666,0.375,0.3333333333333333,True,True,singles
522687,F,True,True,usa,1172,47,1.6666666666666667,0.6666666666666666,False,4,0.0,3.0,4,0.75,0.4,0.25,True,True,singles
522745,F,False,False,usa,1172,50,1.5,0.0,False,3,0.0,2.0,3,0.6666666666666666,0.375,0.0,True,True,singles
522788,F,True,False,usa,1172,50,,,,2,0.0,,2,,0.25,0.5,False,True,low_income
522809,F,True,True,canada,1172,55,1.0,2.0,True,1,0.0,1.0,1,1.0,0.125,0.0,True,True,overcarriers
522911,M,True,True,usa,1171,41,,,,0,,,0,,0.0,,False,False,no_booker
522927,F,False,False,usa,1171,38,1.0,1.0,False,1,0.0,1.0,1,1.0,0.125,0.0,True,True,low_income
522937,F,False,False,usa,1171,48,1.0,0.8571428571428571,False,7,0.0,7.0,7,1.0,0.875,0.5714285714285714,True,True,singles
522939,F,False,True,usa,1171,46,1.0,0.5,False,2,0.0,2.0,2,1.0,0.25,0.0,True,True,low_income
522944,F,True,False,usa,1171,57,1.0,1.5,True,2,0.0,2.0,2,1.0,0.25,0.5,True,True,overcarriers
522999,F,True,False,usa,1171,37,1.5,0.0,False,3,0.0,2.0,3,0.6666666666666666,0.3333333333333333,0.0,True,True,singles
523077,F,False,False,usa,1171,34,1.0,1.0,False,4,0.0,1.0,4,0.25,0.5,0.25,True,True,singles
523090,F,False,True,usa,1171,37,1.0,1.0,False,2,0.0,2.0,2,1.0,0.25,0.5,True,True,low_income
523228,F,True,False,canada,1171,34,1.0,0.6666666666666666,False,4,0.0,3.0,4,0.75,0.5,0.5,True,True,luxus
523256,F,False,False,usa,1171,39,1.0,0.0,False,3,0.0,2.0,3,0.6666666666666666,0.375,0.3333333333333333,True,True,singles
523290,F,False,False,usa,1171,36,1.0,0.5,False,3,0.0,2.0,3,0.6666666666666666,0.375,0.0,True,True,singles
523301,F,False,True,usa,1171,40,1.0,0.3333333333333333,False,3,0.0,3.0,3,1.0,0.375,0.0,True,True,singles
523338,F,True,True,usa,1171,40,1.0,1.0,False,4,0.0,3.0,4,0.75,0.4444444444444444,0.25,True,True,singles
523454,F,False,False,usa,1171,59,1.0,1.0,False,3,0.0,3.0,3,1.0,0.375,0.6666666666666666,True,True,singles
523484,F,False,False,usa,1171,43,1.0,0.75,False,5,0.0,4.0,5,0.8,0.625,0.4,True,True,singles
523503,F,True,False,usa,1171,73,2.0,1.0,False,1,0.0,1.0,1,1.0,0.1111111111111111,0.0,True,False,seniors
523505,F,False,False,usa,1171,50,1.0,0.3333333333333333,False,5,0.0,2.0,5,0.4,0.625,0.0,True,True,singles
523511,M,False,True,usa,1171,39,1.0,0.0,False,3,0.0,2.0,3,0.6666666666666666,0.375,0.3333333333333333,True,True,luxus
523517,F,False,False,usa,1171,31,1.0,1.0,False,2,0.0,1.0,2,0.5,0.25,0.5,True,True,low_income
523559,M,True,False,usa,1171,48,1.0,0.0,False,3,0.0,3.0,3,1.0,0.375,0.0,True,True,luxus
523612,F,True,True,usa,1171,48,1.0,0.0,False,5,0.0,2.0,5,0.4,0.625,0.0,True,True,singles
523666,M,True,False,usa,1171,55,1.0,0.25,False,4,0.0,4.0,4,1.0,0.5,0.5,True,True,luxus
523690,M,False,False,usa,1171,45,1.0,0.5,False,4,0.0,2.0,4,0.5,0.5,0.5,True,True,luxus
523700,F,True,True,usa,1171,61,2.0,0.0,False,1,0.0,1.0,1,1.0,0.125,1.0,True,True,low_income
523710,F,False,False,usa,1171,44,1.0,0.6666666666666666,False,3,0.0,3.0,3,1.0,0.3333333333333333,0.0,True,True,singles
523715,F,True,True,usa,1171,45,1.0,1.0,False,3,0.3333333333333333,2.0,2,1.0,0.3333333333333333,0.0,True,True,low_income
523746,F,False,False,usa,1171,26,1.0,0.5,False,2,0.0,2.0,2,1.0,0.25,0.5,True,True,low_income
523768,F,True,False,canada,1171,58,1.0,0.0,False,3,0.3333333333333333,1.0,2,0.5,0.3333333333333333,0.5,True,True,low_income
523771,F,False,True,usa,1171,37,2.0,1.0,False,3,0.0,1.0,3,0.3333333333333333,0.375,0.3333333333333333,True,True,low_income
523787,F,True,True,usa,1171,43,1.0,0.0,False,1,0.0,1.0,1,1.0,0.125,0.0,True,True,low_income
523800,F,False,False,usa,1171,39,1.0,0.0,False,4,0.0,2.0,4,0.5,0.5,0.25,True,True,singles
523807,F,True,True,usa,1171,55,1.5,0.0,False,2,0.0,2.0,2,1.0,0.25,0.0,True,True,low_income
523819,F,True,False,usa,1171,44,1.0,0.0,False,5,0.0,2.0,5,0.4,0.625,0.2,True,True,singles
523841,F,True,False,usa,1171,49,1.0,0.6666666666666666,False,3,0.0,3.0,3,1.0,0.375,0.0,True,True,singles
523860,F,True,True,usa,1171,42,2.5,0.0,False,3,0.0,2.0,3,0.6666666666666666,0.375,0.6666666666666666,True,True,singles
523866,F,False,False,canada,1171,19,1.0,0.3333333333333333,False,3,0.0,3.0,3,1.0,0.375,0.3333333333333333,True,True,young
523887,F,False,False,usa,1171,26,,,,1,0.0,,1,,0.125,1.0,False,True,low_income
523913,M,False,True,usa,1171,38,1.0,0.5,False,4,0.0,4.0,4,1.0,0.5,0.25,True,True,luxus
523981,F,False,False,canada,1171,54,1.0,0.5,False,5,0.0,4.0,5,0.8,0.625,0.0,True,True,luxus
524001,F,False,False,canada,1171,47,1.0,0.25,False,4,0.0,4.0,4,1.0,0.5,0.25,True,True,luxus
524038,F,False,False,canada,1171,43,1.0,0.0,False,4,0.0,4.0,4,1.0,0.5,0.25,True,True,luxus
524043,F,True,False,usa,1171,57,1.2,0.8,False,6,0.0,4.0,6,0.6666666666666666,0.75,0.6666666666666666,True,True,singles
524046,F,True,False,usa,1171,60,1.6666666666666667,1.0,False,4,0.0,3.0,4,0.75,0.4444444444444444,0.25,True,True,singles
524057,F,True,False,usa,1171,74,,,,1,0.0,,1,,0.125,0.0,False,True,seniors
524076,F,True,False,usa,1171,57,1.0,0.5,False,3,0.0,2.0,3,0.6666666666666666,0.375,0.0,True,True,singles
524098,F,False,False,usa,1171,46,,,,0,,,0,,0.0,,False,False,no_booker
524116,M,False,False,usa,1171,56,1.0,0.5,False,6,0.0,4.0,6,0.6666666666666666,0.75,0.0,True,True,luxus
524167,M,False,True,usa,1171,43,1.75,0.0,False,4,0.0,3.0,4,0.75,0.5,0.25,True,True,luxus
524169,F,True,True,usa,1171,41,1.3333333333333333,0.6666666666666666,False,3,0.0,2.0,3,0.6666666666666666,0.375,0.0,True,True,singles
524172,F,False,False,usa,1171,22,,,,0,,,0,,0.0,,False,False,no_booker
524180,F,False,False,canada,1171,58,1.4,1.0,False,5,0.0,5.0,5,1.0,0.625,0.4,True,True,luxus
524211,F,False,False,usa,1171,35,1.6666666666666667,0.3333333333333333,False,3,0.0,2.0,3,0.6666666666666666,0.375,0.0,True,True,singles
524244,F,False,False,usa,1171,38,1.0,0.5,False,3,0.0,2.0,3,0.6666666666666666,0.375,0.3333333333333333,True,True,singles
524251,F,True,True,usa,1171,51,1.0,1.0,False,3,0.0,2.0,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,True,True,singles
524313,F,True,False,usa,1171,53,2.5,0.5,False,2,0.0,2.0,2,1.0,0.25,0.0,True,True,low_income
524365,F,True,False,usa,1171,49,1.0,0.2,False,6,0.0,4.0,6,0.6666666666666666,0.6666666666666667,0.1666666666666666,True,True,singles
524383,F,False,False,canada,1171,35,1.0,0.0,False,1,0.0,1.0,1,1.0,0.125,0.0,True,True,low_income
524412,F,True,False,usa,1171,55,1.25,0.75,False,5,0.0,4.0,5,0.8,0.5555555555555556,0.4,True,True,singles
524419,F,True,False,usa,1171,76,1.0,0.0,False,2,0.0,2.0,2,1.0,0.2222222222222222,0.0,True,True,seniors
524484,F,False,False,canada,1171,24,2.0,1.0,False,1,0.0,1.0,1,1.0,0.125,0.0,True,False,low_income
524572,F,True,True,usa,1171,47,1.0,0.0,False,3,0.0,2.0,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,True,True,low_income
524606,F,False,False,usa,1171,34,1.0,0.5,False,2,0.0,2.0,2,1.0,0.25,1.0,True,False,low_income
524668,F,False,False,usa,1171,48,1.0,1.0,False,5,0.0,4.0,5,0.8,0.5,0.2,True,True,singles
524722,M,True,True,usa,1171,54,1.0,0.6666666666666666,False,3,0.0,3.0,3,1.0,0.375,0.6666666666666666,True,True,luxus
524728,F,True,False,usa,1171,48,1.0,1.0,False,1,0.0,1.0,1,1.0,0.125,0.0,True,False,low_income
524739,F,False,False,usa,1171,74,1.0,1.0,False,1,0.0,1.0,1,1.0,0.1111111111111111,1.0,True,True,seniors
524766,M,False,True,canada,1171,37,2.5,1.0,False,2,0.0,2.0,2,1.0,0.2222222222222222,1.0,True,True,luxus
524797,F,False,True,usa,1171,33,,,,0,,,0,,0.0,,False,False,no_booker
524807,F,False,True,canada,1171,32,1.0,0.3333333333333333,False,3,0.0,3.0,3,1.0,0.375,0.3333333333333333,True,True,luxus
524834,F,True,True,usa,1171,45,1.0,0.5,False,2,0.0,2.0,2,1.0,0.25,0.5,True,True,low_income
524842,F,True,True,usa,1171,35,,,,1,0.0,,1,,0.1111111111111111,1.0,False,True,family_travelers
524861,F,False,False,canada,1171,33,1.0,0.3333333333333333,False,4,0.0,3.0,4,0.75,0.4444444444444444,0.0,True,True,luxus
524895,F,False,False,usa,1171,43,1.0,0.3333333333333333,False,3,0.0,3.0,3,1.0,0.3,0.0,True,True,singles
524909,M,False,False,usa,1171,52,1.0,0.3333333333333333,False,3,0.0,2.0,3,0.6666666666666666,0.375,0.0,True,True,luxus
524926,F,False,False,usa,1171,44,1.25,0.25,False,4,0.0,4.0,4,1.0,0.5,0.5,True,True,singles
524940,F,True,True,usa,1171,28,,,,1,0.0,,1,,0.125,0.0,False,True,family_travelers
524980,F,True,False,usa,1170,51,1.0,0.5,False,3,0.3333333333333333,2.0,2,1.0,0.3333333333333333,1.0,True,True,low_income
525022,F,True,False,usa,1170,50,1.0,1.0,False,3,0.3333333333333333,2.0,2,1.0,0.3333333333333333,0.5,True,True,low_income
525034,F,True,False,canada,1170,55,1.0,1.0,False,2,0.0,1.0,2,0.5,0.25,0.5,True,True,low_income
525081,F,True,True,usa,1170,58,1.0,0.0,False,4,0.0,1.0,4,0.25,0.4444444444444444,0.5,True,True,singles
525106,F,False,False,usa,1170,37,1.0,0.0,False,1,0.0,1.0,1,1.0,0.125,0.0,True,True,low_income
525168,F,True,False,canada,1170,59,1.0,0.5,False,2,0.0,2.0,2,1.0,0.2222222222222222,0.0,True,True,low_income
525176,F,False,False,usa,1170,72,1.0,1.0,False,1,0.0,1.0,1,1.0,0.125,0.0,True,True,seniors
525201,M,False,False,usa,1170,52,1.3333333333333333,1.0,False,6,0.0,3.0,6,0.5,0.75,0.0,True,True,luxus
525212,M,False,False,usa,1170,19,1.0,0.5,False,3,0.0,2.0,3,0.6666666666666666,0.375,0.3333333333333333,True,True,young
525227,F,True,False,usa,1170,41,1.0,0.5,False,5,0.0,4.0,5,0.8,0.625,0.0,True,True,singles
525308,M,True,True,usa,1170,50,1.0,0.0,False,2,0.0,1.0,2,0.5,0.25,0.0,True,True,low_income
525377,F,False,False,usa,1170,28,,,,0,,,0,,0.0,,False,False,no_booker
525379,F,False,False,usa,1170,19,,,,0,,,0,,0.0,,False,False,young
525389,F,False,False,usa,1170,38,2.0,0.0,False,2,0.0,2.0,2,1.0,0.2222222222222222,0.5,True,True,low_income
525405,F,False,False,usa,1170,27,1.0,1.0,False,1,0.0,1.0,1,1.0,0.125,0.0,True,True,low_income
525415,F,True,True,canada,1170,39,1.0,0.3333333333333333,False,3,0.0,3.0,3,1.0,0.3333333333333333,0.3333333333333333,True,True,family_travelers
525488,F,False,True,usa,1170,30,2.0,0.0,False,2,0.5,2.0,1,2.0,0.125,0.0,True,True,low_income
525529,F,False,False,canada,1170,52,1.0,0.6666666666666666,False,3,0.0,2.0,3,0.6666666666666666,0.375,0.0,True,True,luxus
525546,F,True,True,usa,1170,47,1.0,0.5,False,6,0.0,4.0,6,0.6666666666666666,0.75,0.1666666666666666,True,True,singles
525591,F,False,False,usa,1170,47,1.0,0.5,False,4,0.0,2.0,4,0.5,0.5,0.5,True,True,singles
525610,M,False,False,usa,1170,41,1.0,1.0,False,5,0.2,5.0,4,1.25,0.6666666666666667,0.25,True,True,luxus
525671,F,True,False,usa,1170,47,1.5,0.5,False,4,0.0,4.0,4,1.0,0.5,0.25,True,True,singles
525761,F,False,False,usa,1170,26,,,,1,0.0,,1,,0.1111111111111111,1.0,False,True,low_income
525769,F,False,False,usa,1170,38,1.0,0.6,False,6,0.0,5.0,6,0.8333333333333334,0.75,0.0,True,True,singles
525804,F,False,True,usa,1170,51,1.0,0.5,False,4,0.0,2.0,4,0.5,0.4,0.5,True,True,singles
525806,F,False,True,usa,1170,40,1.0,0.5,False,2,0.0,2.0,2,1.0,0.25,0.5,True,True,low_income
525842,F,True,False,usa,1170,43,1.0,1.0,False,3,0.0,2.0,3,0.6666666666666666,0.375,0.0,True,True,singles
525844,M,False,False,usa,1170,37,1.0,0.3333333333333333,False,4,0.25,3.0,3,1.0,0.5,0.0,True,True,luxus
525848,F,True,True,usa,1170,60,,,,1,0.0,,1,,0.1111111111111111,0.0,False,True,low_income
525920,M,False,False,usa,1170,45,2.0,1.0,False,5,0.0,3.0,5,0.6,0.625,0.2,True,True,luxus
525975,F,True,False,usa,1170,45,1.0,0.75,False,4,0.0,4.0,4,1.0,0.5,0.5,True,True,singles
525996,M,False,False,usa,1170,47,1.0,0.5,False,6,0.0,4.0,6,0.6666666666666666,0.6666666666666667,0.3333333333333333,True,True,luxus
526036,F,True,False,usa,1170,71,,,,0,,,0,,0.0,,False,False,seniors
526062,M,True,False,usa,1170,47,1.25,0.5,False,5,0.0,4.0,5,0.8,0.625,0.6,True,True,luxus
526084,F,False,False,usa,1170,42,1.3333333333333333,0.3333333333333333,False,3,0.0,3.0,3,1.0,0.375,0.0,True,True,singles
526102,F,True,False,usa,1170,49,1.75,0.5,False,5,0.0,4.0,5,0.8,0.625,0.4,True,True,singles
526154,F,False,True,usa,1170,40,1.0,0.0,False,4,0.0,3.0,4,0.75,0.5,0.25,True,True,singles
526174,F,False,False,usa,1170,53,1.0,0.0,False,2,0.0,1.0,2,0.5,0.25,0.5,True,True,low_income
526206,M,False,True,usa,1170,19,1.0,0.0,False,1,0.0,1.0,1,1.0,0.125,0.0,True,True,young
526235,M,False,False,usa,1170,47,2.5,0.5,False,2,0.0,1.0,2,0.5,0.25,0.0,True,True,low_income
526239,F,True,True,usa,1170,39,1.0,1.0,False,2,0.0,1.0,2,0.5,0.2222222222222222,0.0,True,True,family_travelers
526256,F,False,False,usa,1170,40,1.1666666666666667,0.6666666666666666,False,6,0.0,6.0,6,1.0,0.75,0.1666666666666666,True,True,singles
526258,F,True,False,canada,1170,58,1.0,0.3333333333333333,False,3,0.0,3.0,3,1.0,0.3333333333333333,0.0,True,True,luxus
526297,F,False,False,usa,1170,41,1.0,0.4,False,5,0.0,5.0,5,1.0,0.625,0.2,True,True,singles
526332,F,False,False,canada,1170,31,1.5,1.0,False,2,0.0,1.0,2,0.5,0.25,0.5,True,True,low_income
526365,F,False,False,usa,1170,30,2.0,1.0,False,3,0.0,3.0,3,1.0,0.375,0.3333333333333333,True,True,singles
526367,F,True,False,usa,1170,46,1.0,1.0,False,3,0.0,2.0,3,0.6666666666666666,0.375,0.0,True,True,singles
526372,F,False,True,usa,1170,49,1.0,0.5,False,2,0.0,2.0,2,1.0,0.25,0.0,True,True,low_income
526378,F,False,True,canada,1170,50,1.0,0.75,False,5,0.0,4.0,5,0.8,0.625,0.2,True,True,luxus
526409,M,False,False,usa,1170,55,1.0,0.5,False,4,0.0,4.0,4,1.0,0.5,0.0,True,True,luxus
526443,F,True,True,usa,1170,46,1.0,1.0,False,1,0.0,1.0,1,1.0,0.125,1.0,True,False,low_income
526490,F,False,False,usa,1170,45,1.0,0.5,False,2,0.0,1.0,2,0.5,0.25,0.5,True,True,low_income
526495,M,False,True,usa,1170,39,1.5,0.5,False,2,0.0,2.0,2,1.0,0.2222222222222222,0.0,True,True,low_income
526540,F,True,False,canada,1170,52,1.25,0.75,False,4,0.0,4.0,4,1.0,0.4444444444444444,0.25,True,True,luxus
526565,F,False,False,usa,1170,31,1.5,1.0,False,3,0.0,2.0,3,0.6666666666666666,0.3333333333333333,0.6666666666666666,True,True,low_income
526668,M,False,True,usa,1170,40,1.0,0.3333333333333333,False,3,0.0,3.0,3,1.0,0.375,0.0,True,True,luxus
526676,F,False,True,canada,1170,39,1.0,0.5,False,3,0.3333333333333333,3.0,2,1.5,0.3333333333333333,1.0,True,True,luxus
526690,F,False,True,usa,1170,24,1.0,1.0,False,2,0.0,2.0,2,1.0,0.25,0.0,True,True,low_income
526711,F,False,False,usa,1170,36,1.0,0.0,False,2,0.0,2.0,2,1.0,0.25,0.5,True,True,low_income
526740,F,False,False,usa,1170,28,,,,0,,,0,,0.0,,False,False,no_booker
526789,F,False,False,usa,1170,31,1.3333333333333333,0.3333333333333333,False,4,0.0,3.0,4,0.75,0.5,0.5,True,True,singles
526837,F,True,False,usa,1170,49,1.0,0.5,False,3,0.3333333333333333,3.0,2,1.5,0.3333333333333333,0.5,True,True,low_income
526855,F,False,False,usa,1170,39,1.0,0.25,False,4,0.0,3.0,4,0.75,0.4,0.25,True,True,singles
526858,F,True,True,usa,1170,53,,,,0,,,0,,0.0,,False,False,no_booker
526867,F,False,False,usa,1170,51,1.0,0.25,False,4,0.0,4.0,4,1.0,0.5,0.5,True,True,singles
526901,F,True,False,usa,1170,53,1.0,0.5,False,4,0.0,3.0,4,0.75,0.4444444444444444,0.5,True,True,singles
526916,F,True,False,usa,1170,59,,,,0,,,0,,0.0,,False,False,no_booker
526925,F,False,False,usa,1170,19,,,,3,0.0,,3,,0.375,0.0,False,True,young
526950,F,True,False,usa,1170,31,1.0,0.5,False,3,0.0,2.0,3,0.6666666666666666,0.375,0.0,True,True,singles
526959,F,False,False,usa,1170,45,1.3333333333333333,1.0,False,3,0.0,3.0,3,1.0,0.375,0.0,True,True,singles
527001,F,False,True,usa,1170,67,,,,1,0.0,,1,,0.125,0.0,False,True,seniors
527046,F,True,True,usa,1170,42,1.3333333333333333,0.3333333333333333,False,3,0.0,3.0,3,1.0,0.3333333333333333,0.3333333333333333,True,True,singles
527081,F,False,True,usa,1170,30,1.0,0.0,False,2,0.0,2.0,2,1.0,0.25,0.5,True,True,low_income
527082,M,False,False,usa,1170,41,1.0,1.0,False,3,0.0,2.0,3,0.6666666666666666,0.375,0.3333333333333333,True,True,luxus
527109,F,True,False,usa,1170,47,1.0,0.5,False,4,0.0,4.0,4,1.0,0.5,0.0,True,True,singles
527141,F,False,False,usa,1170,43,1.25,0.25,False,5,0.0,3.0,5,0.6,0.625,0.0,True,True,singles
527142,F,False,False,usa,1170,37,1.0,0.5,False,6,0.0,5.0,6,0.8333333333333334,0.75,0.1666666666666666,True,True,singles
